id,name,postcode,address,rating,reviewCount,category,lat,lng,bezirkId,bezirkName,hasDefamationNotice,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url,readAt,placeState,status,error
0x479f56c5b8fd7e2d:0x6a99f16a9d279ff7,Wolf Fleischerei-Fachgeschäft mit Heisser Wolf Restaurant,90449,"Dombühler Str. 9, 90449 Nürnberg",4.3,22,Lebensmittel,49.4214308,11.031922,52,Röthenbach Ost,true,2,5,3.5,13.73,3.847,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Wolf+Fleischerei-Fachgesch%C3%A4ft+mit+Heisser+Wolf+Restaurant/data=!4m7!3m6!1s0x479f56c5b8fd7e2d:0x6a99f16a9d279ff7!8m2!3d49.4214308!4d11.031922!16s%2Fg%2F1tjs3yfz!19sChIJLX79uMVWn0cR958nnWrxmWo?authuser=0&hl=de&rclk=1,2026-05-02T12:58:41Z,active,success,None
0x479f56bbda5417ff:0x53e485ce0a8a8a16,Zum Bahnhof,90449,"Wörnitzstraße 89, 90449 Nürnberg",4.5,174,Restaurant,49.4244521,11.0176658,51,Röthenbach West,false,None,None,None,None,None,None,https://www.google.com/maps/place/Zum+Bahnhof/data=!4m7!3m6!1s0x479f56bbda5417ff:0x53e485ce0a8a8a16!8m2!3d49.4244521!4d11.0176658!16s%2Fg%2F11b7dr49yt!19sChIJ_xdU2rtWn0cRFoqKCs6F5FM?authuser=0&hl=de&rclk=1,2026-05-02T13:18:12Z,active,success,None
0x479f56c8028963bb:0x53acb480a74a5167,akropolis • hotel • restaurant,90449,"Herriedener Str. 38, 90449 Nürnberg",4.6,1081,Restaurant,49.42,11.0236111,52,Röthenbach Ost,true,51,100,75.5,6.53,4.365,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/akropolis+%E2%80%A2+hotel+%E2%80%A2+restaurant/data=!4m10!3m9!1s0x479f56c8028963bb:0x53acb480a74a5167!5m2!4m1!1i2!8m2!3d49.42!4d11.0236111!16s%2Fg%2F1tf7lkf4!19sChIJu2OJAshWn0cRZ1FKp4C0rFM?authuser=0&hl=de&rclk=1,2026-05-02T13:17:53Z,active,success,None
0x479f5170a7447a73:0x57ef275f17603044,A Lao - Asia Snacks,90451,"Eibacher Hauptstraße 121, 90451 Nürnberg",4.4,68,Imbiss,49.3981217,11.0389474,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/A+Lao+-+Asia+Snacks/data=!4m7!3m6!1s0x479f5170a7447a73:0x57ef275f17603044!8m2!3d49.3981217!4d11.0389474!16s%2Fg%2F11y5tsd6_0!19sChIJc3pEp3BRn0cRRDBgF18n71c?authuser=0&hl=de&rclk=1,2026-05-02T13:23:43Z,active,success,None
0x479f512ece92105d:0x70aee99dcaf23480,ADEM’S DÖNER,90451,"Eibacher Hauptstraße 67, 90451 Nürnberg",4.2,358,Döner / Kebab,49.40218,11.03608,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/ADEM%E2%80%99S+D%C3%96NER/data=!4m7!3m6!1s0x479f512ece92105d:0x70aee99dcaf23480!8m2!3d49.40218!4d11.03608!16s%2Fg%2F11b73ldb_m!19sChIJXRCSzi5Rn0cRgDTyyp3prnA?authuser=0&hl=de&rclk=1,2026-05-02T13:27:25Z,active,success,None
0x479f512d54ca6c7f:0x2c218d561edcecdd,Asia-Haus Sushi & Warmküche,90451,"Schußleitenweg 8, 90451 Nürnberg",4.5,338,Sushi,49.4093321,11.0329597,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia-Haus+Sushi+%26+Warmk%C3%BCche/data=!4m7!3m6!1s0x479f512d54ca6c7f:0x2c218d561edcecdd!8m2!3d49.4093321!4d11.0329597!16s%2Fg%2F12hrkfdlv!19sChIJf2zKVC1Rn0cR3ezcHlaNISw?authuser=0&hl=de&rclk=1,2026-05-02T12:59:10Z,active,success,None
0x479f5127b2018147:0xf2f2f230bf816ea1,Best Living Hotel AROTEL,90451,"Eibacher Hauptstraße 135, 90451 Nürnberg",3.9,515,Sonstiges,49.3968234,11.0391192,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Best+Living+Hotel+AROTEL/data=!4m7!3m6!1s0x479f5127b2018147:0xf2f2f230bf816ea1!8m2!3d49.3968234!4d11.0391192!16s%2Fg%2F1yh9tvq10!19sChIJR4EBsidRn0cRoW6BvzDy8vI?authuser=0&hl=de&rclk=1,2026-05-02T21:45:37Z,active,success,None
0x410c9e7619f8ccbb:0xcf7e9f0f035d714b,Burger King Nürnberg,90451,"Weißenburger Str. 150, 90451 Nürnberg",3.4,1514,Restaurant,49.4099839,11.0342209,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Burger+King+N%C3%BCrnberg/data=!4m7!3m6!1s0x410c9e7619f8ccbb:0xcf7e9f0f035d714b!8m2!3d49.4099839!4d11.0342209!16s%2Fg%2F1td1tfrv!19sChIJu8z4GXaeDEERS3FdAw-ffs8?authuser=0&hl=de&rclk=1,2026-05-02T13:27:49Z,active,success,None
0x479f5128c8cd07f5:0xd0386d03f22abb1c,Bäckerei Wittmann,90451,"Eibacher Hauptstraße 98, 90451 Nürnberg",4.7,184,Bäckerei,49.4003381,11.0365307,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/B%C3%A4ckerei+Wittmann/data=!4m7!3m6!1s0x479f5128c8cd07f5:0xd0386d03f22abb1c!8m2!3d49.4003381!4d11.0365307!16s%2Fg%2F11btlzd668!19sChIJ9QfNyChRn0cRHLsq8gNtONA?authuser=0&hl=de&rclk=1,2026-05-02T13:29:30Z,active,success,None
0x479f512b3eae5b6b:0x83287f9ec4cab62d,Bäckerei Wunder,90451,"Hafenstraße 54, 90451 Nürnberg",4.6,573,Bäckerei,49.4075191,11.0405611,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/B%C3%A4ckerei+Wunder/data=!4m7!3m6!1s0x479f512b3eae5b6b:0x83287f9ec4cab62d!8m2!3d49.4075191!4d11.0405611!16s%2Fg%2F1tdbdd_2!19sChIJa1uuPitRn0cRLbbKxJ5_KIM?authuser=0&hl=de&rclk=1,2026-05-02T12:35:17Z,active,success,None
0x479f51294b453473:0x44fec43982b44801,Cafe zum Forstweiher,90451,"Motterstraße 5, 90451 Nürnberg",None,None,Café / Konditorei,49.40282,11.0369,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Cafe+zum+Forstweiher/data=!4m7!3m6!1s0x479f51294b453473:0x44fec43982b44801!8m2!3d49.40282!4d11.0369!16s%2Fg%2F1vr3c4yw!19sChIJczRFSylRn0cRAUi0gjnE_kQ?authuser=0&hl=de&rclk=1,2026-05-02T21:45:46Z,permanently_closed,success,None
0x479f57ab43258993:0x564b778b7294fcac,D&E Brezen Kolb Foodtruck,90451,"Metro Parkplatz, Donaustraße 135, 90451 Nürnberg",2.5,4,Imbiss,49.4095201,11.0528201,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/D%26E+Brezen+Kolb+Foodtruck/data=!4m7!3m6!1s0x479f57ab43258993:0x564b778b7294fcac!8m2!3d49.4095201!4d11.0528201!16s%2Fg%2F11l71zj84q!19sChIJk4klQ6tXn0cRrPyUcot3S1Y?authuser=0&hl=de&rclk=1,2026-05-02T12:59:15Z,active,success,None
0x479f56d4293dcb21:0x5e47c477c4f53093,DJK Vereinsgaststätte,90451,"Pommernstraße 12, 90451 Nürnberg",4.2,183,Restaurant,49.412919,11.04446,52,Röthenbach Ost,false,None,None,None,None,None,None,https://www.google.com/maps/place/DJK+Vereinsgastst%C3%A4tte/data=!4m7!3m6!1s0x479f56d4293dcb21:0x5e47c477c4f53093!8m2!3d49.412919!4d11.04446!16s%2Fg%2F1tf64gq1!19sChIJIcs9KdRWn0cRkzD1xHfER14?authuser=0&hl=de&rclk=1,2026-05-02T12:46:56Z,active,success,None
0x479f5109c6c94de9:0xb7ae51d4315da4b4,Da Luca - Pizza e Cafè,90451,"Hafenstraße 10A, 90451 Nürnberg",4.8,97,Pizzeria,49.4076926,11.0369902,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Da+Luca+-+Pizza+e+Caf%C3%A8/data=!4m7!3m6!1s0x479f5109c6c94de9:0xb7ae51d4315da4b4!8m2!3d49.4076926!4d11.0369902!16s%2Fg%2F11t1f_m382!19sChIJ6U3JxglRn0cRtKRdMdRRrrc?authuser=0&hl=de&rclk=1,2026-05-02T13:00:17Z,active,success,None
0x479f512d33d8fcb5:0xe7642e3010c51206,Der Beck,90451,"Eibacher Hauptstraße 29, 90451 Nürnberg",3.7,216,Bäckerei,49.4060086,11.035432,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Beck/data=!4m7!3m6!1s0x479f512d33d8fcb5:0xe7642e3010c51206!8m2!3d49.4060086!4d11.035432!16s%2Fg%2F1tfk3f70!19sChIJtfzYMy1Rn0cRBhLFEDAuZOc?authuser=0&hl=de&rclk=1,2026-05-02T13:05:38Z,active,success,None
0x479f512d33eeaae9:0x1b09d6ad125a8920,Der Beck,90451,"Eibacher Hauptstraße 2a, 90451 Nürnberg",4,346,Bäckerei,49.40892,11.03467,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Beck/data=!4m7!3m6!1s0x479f512d33eeaae9:0x1b09d6ad125a8920!8m2!3d49.40892!4d11.03467!16s%2Fg%2F11cs6b8bq8!19sChIJ6aruMy1Rn0cRIIlaEq3WCRs?authuser=0&hl=de&rclk=1,2026-05-02T13:05:08Z,active,success,None
0x479f56dab1e5bfab:0x7670cce810cbf3fa,Der Kalchreuther Bäcker M. Wiehgärtner GmbH,90451,"Am Röthenbacher Landgraben 2, 90451 Nürnberg",4.3,230,Bäckerei,49.4198773,11.0369731,52,Röthenbach Ost,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Kalchreuther+B%C3%A4cker+M.+Wiehg%C3%A4rtner+GmbH/data=!4m7!3m6!1s0x479f56dab1e5bfab:0x7670cce810cbf3fa!8m2!3d49.4198773!4d11.0369731!16s%2Fg%2F1tklpk1l!19sChIJq7_lsdpWn0cR-vPLEOjMcHY?authuser=0&hl=de&rclk=1,2026-05-02T12:33:04Z,active,success,None
0x479f51262db59a5f:0x39f1055e6af64dad,Der Kalchreuther Bäcker M. Wiehgärtner GmbH,90451,"Eibacher Hauptstraße 135, 90451 Nürnberg",3.6,14,Bäckerei,49.3969505,11.0385416,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Kalchreuther+B%C3%A4cker+M.+Wiehg%C3%A4rtner+GmbH/data=!4m7!3m6!1s0x479f51262db59a5f:0x39f1055e6af64dad!8m2!3d49.3969505!4d11.0385416!16s%2Fg%2F1tlwdm_t!19sChIJX5q1LSZRn0cRrU32al4F8Tk?authuser=0&hl=de&rclk=1,2026-05-02T13:30:12Z,active,success,None
0x479f512e9ca3a169:0x645799361fe579b4,Der Kalchreuther Bäcker M. Wiehgärtner GmbH,90451,"Eibacher Hauptstraße 52-54, 90451 Nürnberg",4,329,Bäckerei,49.4038123,11.0347836,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Kalchreuther+B%C3%A4cker+M.+Wiehg%C3%A4rtner+GmbH/data=!4m7!3m6!1s0x479f512e9ca3a169:0x645799361fe579b4!8m2!3d49.4038123!4d11.0347836!16s%2Fg%2F1w6_mtrg!19sChIJaaGjnC5Rn0cRtHnlHzaZV2Q?authuser=0&hl=de&rclk=1,2026-05-02T12:36:36Z,active,success,None
0x479f56d29b77b25f:0x663d08899840c31d,Der Kalchreuther Bäcker M. Wiehgärtner GmbH,90451,"Weißenburger Str. 140, 90451 Nürnberg",4.4,14,Bäckerei,49.4108585,11.0337979,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Der+Kalchreuther+B%C3%A4cker+M.+Wiehg%C3%A4rtner+GmbH/data=!4m7!3m6!1s0x479f56d29b77b25f:0x663d08899840c31d!8m2!3d49.4108585!4d11.0337979!16s%2Fg%2F1tltlc8d!19sChIJX7J3m9JWn0cRHcNAmIkIPWY?authuser=0&hl=de&rclk=1,2026-05-02T13:05:25Z,active,success,None
0x479f5100269063a3:0x9d7df5410ebb9b1b,Eisboutique Bedolli,90451,"Eibacher Hauptstraße 98, 90451 Nürnberg",4.7,56,Café / Konditorei,49.400295,11.0364976,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Eisboutique+Bedolli/data=!4m7!3m6!1s0x479f5100269063a3:0x9d7df5410ebb9b1b!8m2!3d49.400295!4d11.0364976!16s%2Fg%2F11y3q9d6fn!19sChIJo2OQJgBRn0cRG5u7DkH1fZ0?authuser=0&hl=de&rclk=1,2026-05-02T13:25:04Z,active,success,None
0x479f512d1d392707:0xff63a7b17b786d5,El Muro,90451,"Eibacher Hauptstraße 18, 90451 Nürnberg",4.2,817,Restaurant,49.4072946,11.0350242,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/El+Muro/data=!4m7!3m6!1s0x479f512d1d392707:0xff63a7b17b786d5!8m2!3d49.4072946!4d11.0350242!16s%2Fg%2F1tdpf5kb!19sChIJByc5HS1Rn0cR1Ya3F3s69g8?authuser=0&hl=de&rclk=1,2026-05-02T13:19:28Z,active,success,None
0x479f512ea2448df5:0xef9004157e050fdc,Gasthof Zur Zeitenwende,90451,"Zeitenwendepl. 4, 90451 Nürnberg",4.5,660,Restaurant,49.40352,11.03556,53,Eibach,true,21,50,35.5,5.1,4.321,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Gasthof+Zur+Zeitenwende/data=!4m7!3m6!1s0x479f512ea2448df5:0xef9004157e050fdc!8m2!3d49.40352!4d11.03556!16s%2Fg%2F11b75rgkh_!19sChIJ9Y1Eoi5Rn0cR3A8FfhUEkO8?authuser=0&hl=de&rclk=1,2026-05-02T13:18:54Z,active,success,None
0x479f56d63555c0a9:0x3b87883e6817a03b,Gaststätte IDEAL,90451,"Kuhweiherweg 125, 90451 Nürnberg",4.6,308,Restaurant,49.4156704,11.0470373,52,Röthenbach Ost,false,None,None,None,None,None,None,https://www.google.com/maps/place/Gastst%C3%A4tte+IDEAL/data=!4m7!3m6!1s0x479f56d63555c0a9:0x3b87883e6817a03b!8m2!3d49.4156704!4d11.0470373!16s%2Fg%2F1tffnbd3!19sChIJqcBVNdZWn0cRO6AXaD6Ihzs?authuser=0&hl=de&rclk=1,2026-05-02T12:46:03Z,active,success,None
0x479f5131c7c68915:0x1eeeccccf70dcfa4,Gaststätte Nulldreier,90451,"Hopfengartenweg 66, 90451 Nürnberg",4.1,238,Restaurant,49.40277,11.0285,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Gastst%C3%A4tte+Nulldreier/data=!4m7!3m6!1s0x479f5131c7c68915:0x1eeeccccf70dcfa4!8m2!3d49.40277!4d11.0285!16s%2Fg%2F1jglw6rtg!19sChIJFYnGxzFRn0cRpM8N98zM7h4?authuser=0&hl=de&rclk=1,2026-05-02T12:50:03Z,active,success,None
0x479f50d62b139cbf:0x2182568d3014e8ac,Gaststätte Zum Hennahuf,90451,"Hinterhofstraße 62, 90451 Nürnberg",4.5,581,Restaurant,49.4005285,11.0440922,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Gastst%C3%A4tte+Zum+Hennahuf/data=!4m7!3m6!1s0x479f50d62b139cbf:0x2182568d3014e8ac!8m2!3d49.4005285!4d11.0440922!16s%2Fg%2F1tf7fnp4!19sChIJv5wTK9ZQn0cRrOgUMI1WgiE?authuser=0&hl=de&rclk=1,2026-05-02T13:24:11Z,active,success,None
0x479f512c95601a4d:0x46815f3976a01654,Gelateria Bedolli,90451,"Hafenstraße 12, 90451 Nürnberg",4.6,743,Café / Konditorei,49.4076729,11.0371714,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Gelateria+Bedolli/data=!4m7!3m6!1s0x479f512c95601a4d:0x46815f3976a01654!8m2!3d49.4076729!4d11.0371714!16s%2Fg%2F11btmq45t8!19sChIJTRpglSxRn0cRVBagdjlfgUY?authuser=0&hl=de&rclk=1,2026-05-02T13:24:53Z,active,success,None
0x410c9ddec6696507:0x4ef1108efe229bd2,Gullo Caffé | Restaurant & Pizzeria Nürnberg,90451,"Donaustraße 36, 90451 Nürnberg",4.5,687,Restaurant,49.4102289,11.0653286,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Gullo+Caff%C3%A9+%7C+Restaurant+%26+Pizzeria+N%C3%BCrnberg/data=!4m7!3m6!1s0x410c9ddec6696507:0x4ef1108efe229bd2!8m2!3d49.4102289!4d11.0653286!16s%2Fg%2F1thp_q7f!19sChIJB2Vpxt6dDEER0psi_o4Q8U4?authuser=0&hl=de&rclk=1,2026-05-02T12:48:06Z,active,success,None
0x479f5760e02417f3:0x6db95cf1bbe1e75,Gästehaus Palmengarten Nürnberg,90451,"Donaustraße 25, 90451 Nürnberg",4,138,Sonstiges,49.4090036,11.065249,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/G%C3%A4stehaus+Palmengarten+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5760e02417f3:0x6db95cf1bbe1e75!8m2!3d49.4090036!4d11.065249!16s%2Fg%2F11fp1dkfc2!19sChIJ8xck4GBXn0cRdR6-G8-V2wY?authuser=0&hl=de&rclk=1,2026-05-02T21:45:33Z,active,success,None
0x479f514651b29ae1:0xcbd3c33caafbc1b5,Habis kitchen,90451,"Gundelfinger Str. 18, 90451 Nürnberg",5,2,Sonstiges,49.3983021,11.042957,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Habis+kitchen/data=!4m7!3m6!1s0x479f514651b29ae1:0xcbd3c33caafbc1b5!8m2!3d49.3983021!4d11.042957!16s%2Fg%2F11kqxl_v4y!19sChIJ4ZqyUUZRn0cRtcH7qjzD08s?authuser=0&hl=de&rclk=1,2026-05-02T13:25:08Z,active,success,None
0x479f5121446fde23:0xbef3c051b539b8af,Hertel Hähnchen Food-Truck,90451,"EINKAUFSZENTRUM, Eibacher Hauptstraße 121, 90451 Nürnberg",4,3,Imbiss,49.3979351,11.0378578,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Hertel+H%C3%A4hnchen+Food-Truck/data=!4m7!3m6!1s0x479f5121446fde23:0xbef3c051b539b8af!8m2!3d49.3979351!4d11.0378578!16s%2Fg%2F11kq1nvzt5!19sChIJI95vRCFRn0cRr7g5tVHA874?authuser=0&hl=de&rclk=1,2026-05-02T13:27:37Z,active,success,None
0x479f5758f864b617:0x9bd20089e817c2cc,HoWe 'MBISS - Bistro am Werk,90451,"Regenstraße 1, 90451 Nürnberg",4.3,148,Restaurant,49.4085648,11.0661935,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/HoWe+%27MBISS+-+Bistro+am+Werk/data=!4m7!3m6!1s0x479f5758f864b617:0x9bd20089e817c2cc!8m2!3d49.4085648!4d11.0661935!16s%2Fg%2F11f7s_jn85!19sChIJF7Zk-FhXn0cRzMIX6IkA0ps?authuser=0&hl=de&rclk=1,2026-05-02T12:55:25Z,active,success,None
0x479f512ce277b725:0x33ec671c54bc4e9e,Hotel Eibacher Hof,90451,"Eibacher Hauptstraße 2a, 90451 Nürnberg",4.3,162,Sonstiges,49.40892,11.03467,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Hotel+Eibacher+Hof/data=!4m10!3m9!1s0x479f512ce277b725:0x33ec671c54bc4e9e!5m2!4m1!1i2!8m2!3d49.40892!4d11.03467!16s%2Fg%2F1tgg8z7r!19sChIJJbd34ixRn0cRnk68VBxn7DM?authuser=0&hl=de&rclk=1,2026-05-02T21:45:27Z,active,success,None
0x479f573482e79a4d:0xd115190488bb68d0,Howe Wurstwaren KG,90451,"Regenstraße 1, 90451 Nürnberg",4.3,126,Sonstiges,49.40815,11.06621,47,Maiach,true,11,20,15.5,10.95,3.939,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Howe+Wurstwaren+KG/data=!4m7!3m6!1s0x479f573482e79a4d:0xd115190488bb68d0!8m2!3d49.40815!4d11.06621!16s%2Fg%2F1tfjdjrz!19sChIJTZrngjRXn0cR0Gi7iAQZFdE?authuser=0&hl=de&rclk=1,2026-05-02T12:59:25Z,active,success,None
0x479f51f85a050ef7:0x96a85d002df2b155,Imbiss Bacikova,90451,"Duisburger Str. 65, 90451 Nürnberg",None,0,Imbiss,49.3992221,11.0483703,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Imbiss+Bacikova/data=!4m7!3m6!1s0x479f51f85a050ef7:0x96a85d002df2b155!8m2!3d49.3992221!4d11.0483703!16s%2Fg%2F11nys2w0g_!19sChIJ9w4FWvhRn0cRVbHyLQBdqJY?authuser=0&hl=de&rclk=1,2026-05-02T13:29:18Z,no_public_reviews,success,None
0x479f56d627eb8469:0xa83f28d2ab058c0c,Kantine Kuhweiher,90451,"Kuhweiherweg 120, 90451 Nürnberg",4.5,479,Bar,49.4149118,11.0478531,52,Röthenbach Ost,false,None,None,None,None,None,None,https://www.google.com/maps/place/Kantine+Kuhweiher/data=!4m7!3m6!1s0x479f56d627eb8469:0xa83f28d2ab058c0c!8m2!3d49.4149118!4d11.0478531!16s%2Fg%2F1vp6z5g0!19sChIJaYTrJ9ZWn0cRDIwFq9IoP6g?authuser=0&hl=de&rclk=1,2026-05-02T13:18:44Z,active,success,None
0x479f512c4acd5b43:0x1150edd54fb7dfb2,Kleine Kneipe Eibach,90451,"Eibacher Hauptstraße 36, 90451 Nürnberg",4.6,101,Bar,49.40546,11.0345,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Kleine+Kneipe+Eibach/data=!4m7!3m6!1s0x479f512c4acd5b43:0x1150edd54fb7dfb2!8m2!3d49.40546!4d11.0345!16s%2Fg%2F1thlm1xd!19sChIJQ1vNSixRn0cRst-3T9XtUBE?authuser=0&hl=de&rclk=1,2026-05-02T13:28:13Z,active,success,None
0x479f572b7446a907:0xf25398cc03d33894,METRO Nürnberg-Eibach,90451,"Donaustraße 135, 90451 Nürnberg",4.2,841,Sonstiges,49.4095201,11.0528201,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/METRO+N%C3%BCrnberg-Eibach/data=!4m7!3m6!1s0x479f572b7446a907:0xf25398cc03d33894!8m2!3d49.4095201!4d11.0528201!16s%2Fg%2F1w6r784y!19sChIJB6lGdCtXn0cRlDjTA8yYU_I?authuser=0&hl=de&rclk=1,2026-05-02T13:27:59Z,active,success,None
0x479f57002c423023:0x9285935fb414bcde,Marina Garden,90451,"Donaustraße 101, 90451 Nürnberg",3.7,18,Restaurant,49.410487,11.0579279,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Marina+Garden/data=!4m7!3m6!1s0x479f57002c423023:0x9285935fb414bcde!8m2!3d49.410487!4d11.0579279!16s%2Fg%2F11wqb3rlhk!19sChIJIzBCLABXn0cR3rwUtF-ThZI?authuser=0&hl=de&rclk=1,2026-05-02T13:25:59Z,active,success,None
0x479f5733d3f615c3:0x988e5b4fa268c8c,Mississippi Queen,90451,"Donaustraße 40, 90451 Nürnberg",4.2,1129,Restaurant,49.4113701,11.0641683,47,Maiach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Mississippi+Queen/data=!4m7!3m6!1s0x479f5733d3f615c3:0x988e5b4fa268c8c!8m2!3d49.4113701!4d11.0641683!16s%2Fg%2F113gnp6xs!19sChIJwxX20zNXn0cRjIwm-rTliAk?authuser=0&hl=de&rclk=1,2026-05-02T13:25:34Z,active,success,None
0x479f57abaabea759:0x7bfc15e85cd3a7b4,Pizza del Porto,90451,"Donaustraße 105, 90451 Nürnberg",4.4,138,Pizzeria,49.4112204,11.0570922,47,Maiach,true,51,100,75.5,35.36,3.198,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizza+del+Porto/data=!4m7!3m6!1s0x479f57abaabea759:0x7bfc15e85cd3a7b4!8m2!3d49.4112204!4d11.0570922!16s%2Fg%2F11qmmhl93_!19sChIJWae-qqtXn0cRtKfTXOgV_Hs?authuser=0&hl=de&rclk=1,2026-05-02T12:56:34Z,active,success,None
0x479f512ce29c1a9f:0x9fe9e624bc6c0f16,Pizzeria UNO Nürnberg/Eibach,90451,"Eibacher Hauptstraße 4, 90451 Nürnberg",4.7,227,Pizzeria,49.4084787,11.0350424,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Pizzeria+UNO+N%C3%BCrnberg%2FEibach/data=!4m7!3m6!1s0x479f512ce29c1a9f:0x9fe9e624bc6c0f16!8m2!3d49.4084787!4d11.0350424!16s%2Fg%2F1tgh1zkd!19sChIJnxqc4ixRn0cRFg9svCTm6Z8?authuser=0&hl=de&rclk=1,2026-05-02T12:59:46Z,active,success,None
0x479f512d90d847d7:0xab743225865427e6,Restaurant Kleopatra,90451,"Sömmeringstraße 3, 90451 Nürnberg",4.6,286,Restaurant,49.4060357,11.0325493,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Restaurant+Kleopatra/data=!4m7!3m6!1s0x479f512d90d847d7:0xab743225865427e6!8m2!3d49.4060357!4d11.0325493!16s%2Fg%2F1tmpjhy4!19sChIJ10fYkC1Rn0cR5idUhiUydKs?authuser=0&hl=de&rclk=1,2026-05-02T13:27:53Z,permanently_closed,success,None
0x479f512c3a8b4571:0xd0e9ae26534cf5d3,Rome's Pizzeria,90451,"Eibacher Hauptstraße 47, 90451 Nürnberg",4.6,280,Pizzeria,49.4043402,11.0352674,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Rome%27s+Pizzeria/data=!4m7!3m6!1s0x479f512c3a8b4571:0xd0e9ae26534cf5d3!8m2!3d49.4043402!4d11.0352674!16s%2Fg%2F1vqmhb_t!19sChIJcUWLOixRn0cR0_VMUyau6dA?authuser=0&hl=de&rclk=1,2026-05-02T13:00:52Z,active,success,None
0x479f5128dabe577b:0x90d3763a9a275f18,SAN REMO Fine.Food.Hotel,90451,"Eibacher Hauptstraße 85, 90451 Nürnberg",4.6,1103,Restaurant,49.40068,11.03693,53,Eibach,true,11,20,15.5,1.39,4.55,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/SAN+REMO+Fine.Food.Hotel/data=!4m10!3m9!1s0x479f5128dabe577b:0x90d3763a9a275f18!5m2!4m1!1i2!8m2!3d49.40068!4d11.03693!16s%2Fg%2F1tcxc5w1!19sChIJe1e-2ihRn0cRGF8nmjp205A?authuser=0&hl=de&rclk=1,2026-05-02T13:19:00Z,active,success,None
0x479f516ca210bfa9:0x5879aa8bfda38a35,Satoru,90451,"Eibacher Hauptstraße 5, 90451 Nürnberg",4.8,685,Sushi,49.4086899,11.0355121,53,Eibach,false,None,None,None,None,None,None,https://www.google.com/maps/place/Satoru/data=!4m7!3m6!1s0x479f516ca210bfa9:0x5879aa8bfda38a35!8m2!3d49.4086899!4d11.0355121!16s%2Fg%2F11s3wsp8m5!19sChIJqb8QomxRn0cRNYqj_YuqeVg?authuser=0&hl=de&rclk=1,2026-05-02T13:18:29Z,active,success,None
